Hora,DPN,FPM
18:17:36,155.66,-6.01
18:17:37,155.66,-6.01
18:17:38,155.66,-6.01
18:17:39,155.66,-6.01
18:17:40,155.66,-6.01
18:17:41,155.66,-6.01
18:17:42,155.66,-6.01
18:17:43,155.66,-6.01
18:17:45,155.66,-6.01
18:17:46,155.66,-6.01
18:17:47,155.66,-6.01
18:17:48,155.66,-6.01
18:17:49,155.66,-6.01
18:17:50,155.66,-6.01
18:17:51,155.66,-6.01
18:17:52,155.66,-6.01
18:17:53,155.66,-6.01
18:17:54,155.66,-6.01
18:17:55,155.66,-6.01
18:17:56,155.66,-6.01
18:17:57,155.84,-6.01
18:17:58,155.66,-6.01
18:17:59,155.66,-6.01
18:18:00,155.66,-6.01
18:18:01,155.66,-6.01
18:18:02,155.66,-6.01
18:18:03,155.66,-6.01
18:18:04,155.66,-6.01
18:18:05,155.66,-6.01
18:18:06,155.66,-6.01
18:18:08,155.66,-6.01
18:18:09,155.66,-6.01
18:18:10,155.66,-6.01
18:18:11,155.66,-6.01
18:18:12,155.84,-6.01
18:18:13,155.66,-6.01
18:18:14,155.66,-6.01
18:18:15,155.66,-6.01
18:18:16,155.66,-6.01
18:18:17,155.66,-6.01
18:18:18,155.66,-6.01
18:18:19,155.66,-6.01
18:18:20,155.66,-6.01
18:18:21,155.84,-6.01
18:18:22,155.66,-6.01
18:18:23,155.66,-6.01
18:18:24,155.66,-6.01
18:18:25,155.66,-6.01
18:18:26,155.66,-6.01
18:18:27,155.66,-6.01
18:18:28,155.66,-6.01
18:18:29,155.66,-6.01
18:18:30,155.84,-6.01
18:18:32,155.66,-6.01
18:18:33,155.66,-6.01
18:18:34,155.66,-6.01
18:18:35,155.66,-6.01
18:18:36,155.66,-6.01
18:18:37,155.84,-6.01
18:18:38,155.66,-6.18
18:18:39,155.66,-6.01
18:18:40,155.66,-6.01
18:18:41,155.66,-6.01
18:18:42,155.66,-6.01
18:18:43,155.66,-6.01
18:18:44,155.66,-6.01
18:18:45,155.66,-6.01
18:18:46,155.66,-6.01
18:18:47,155.66,-6.01
18:18:48,155.66,-6.01
18:18:49,155.66,-6.01
18:18:50,155.66,-6.01
18:18:51,155.66,-6.01
18:18:52,155.66,-6.01
18:18:53,155.66,-6.01
18:18:55,155.66,-6.01
18:18:56,155.66,-6.01
18:18:57,155.66,-6.01
18:18:58,155.66,-6.01
18:18:59,155.66,-6.01
18:19:00,155.66,-6.18
18:19:01,155.84,-6.01
18:19:02,155.66,-6.01
18:19:03,155.66,-6.01
18:19:04,155.66,-6.18
18:19:05,155.66,-6.01
18:19:06,155.66,-6.18
18:19:07,155.66,-6.01
18:19:08,155.66,-6.18
18:19:09,155.66,-6.01
18:19:10,155.84,-6.01
18:19:11,155.66,-6.01
18:19:12,155.66,-6.01
18:19:13,155.84,-6.01
18:19:14,155.66,-6.01
18:19:15,155.66,-6.01
18:19:16,155.66,-6.01
18:19:17,155.66,-6.01
18:19:19,155.66,-6.01
18:19:20,155.66,-6.01
18:19:21,155.66,-6.01
18:19:22,155.66,-6.01
18:19:23,155.84,-6.01
18:19:24,155.66,-6.01
18:19:25,155.66,-6.01
18:19:26,155.66,-6.01
18:19:27,155.84,-6.01
18:19:28,155.66,-6.01
18:19:29,155.66,-6.01
18:19:30,155.66,-6.01
18:19:31,155.66,-6.01
18:19:32,155.66,-6.01
18:19:33,155.66,-6.01
18:19:34,155.66,-6.01
18:19:35,155.66,-6.01
18:19:36,155.66,-6.01
18:19:37,155.66,-6.01
18:19:38,155.66,-6.01
18:19:39,155.66,-6.01
18:19:41,155.84,-6.01
18:19:42,155.66,-6.01
18:19:43,155.66,-6.01
18:19:44,155.66,-6.01
18:19:45,155.66,-6.01
18:19:46,155.84,-6.01
18:19:47,155.66,-6.01
18:19:48,155.84,-6.01
18:19:49,155.66,-6.01
18:19:50,155.66,-6.01
18:19:51,155.66,-6.01
18:19:52,155.66,-6.01
18:19:53,155.84,-6.01
18:19:54,155.66,-6.01
18:19:55,155.66,-6.01
18:19:56,155.66,-6.01
18:19:57,155.84,-6.01
18:19:58,155.66,-6.01
18:19:59,155.84,-6.01
18:20:00,155.66,-6.01
18:20:01,155.66,-6.01
18:20:02,155.66,-6.18
18:20:04,155.66,-6.01
18:20:05,155.66,-6.01
18:20:06,155.66,-6.01
18:20:07,155.66,-6.01
18:20:08,155.66,-6.01
18:20:09,155.66,-6.01
18:20:10,155.66,-6.01
18:20:11,155.66,-6.01
18:20:12,155.66,-6.01
18:20:13,155.66,-6.01
18:20:14,155.84,-6.01
18:20:15,155.66,-6.01
18:20:16,155.66,-6.01
18:20:17,155.66,-6.01
18:20:18,155.66,-6.01
18:20:19,155.66,-6.01
18:20:20,155.66,-6.01
18:20:21,155.66,-6.01
18:20:22,155.66,-6.01
18:20:23,155.66,-6.01
18:20:24,155.66,-6.01
18:20:25,155.66,-6.01
18:20:26,155.66,-6.01
18:20:28,155.66,-6.01
18:20:29,155.66,-6.01
18:20:30,155.66,-6.01
18:20:31,155.66,-6.01
18:20:32,155.84,-6.01
18:20:33,155.66,-6.01
18:20:34,155.66,-6.01
18:20:35,155.66,-6.01
18:20:36,155.66,-6.01
18:20:37,155.84,-6.01
18:20:38,155.66,-6.01
18:20:39,155.66,-6.01
18:20:40,155.66,-6.01
18:20:41,155.84,-6.01
18:20:42,155.66,-6.01
18:20:43,155.66,-6.01
18:20:44,155.66,-6.01
18:20:45,155.66,-6.01
18:20:46,155.66,-6.01
18:20:47,155.66,-6.01
18:20:48,155.66,-6.01
18:20:49,155.66,-6.01
18:20:50,155.66,-6.01
18:20:52,155.66,-6.01
18:20:53,155.66,-6.01
18:20:54,155.66,-6.01
18:20:55,155.66,-6.01
18:20:56,155.66,-6.01
18:20:57,155.66,-6.01
18:20:58,155.66,-6.01
18:20:59,155.66,-6.01
18:21:00,155.66,-6.01
18:21:01,155.66,-6.01
18:21:02,155.84,-6.01
18:21:03,155.66,-6.01
18:21:04,155.66,-6.01
18:21:05,155.66,-6.01
18:21:06,155.66,-6.01
18:21:07,155.66,-6.01
18:21:08,155.66,-6.01
18:21:09,155.66,-6.01
18:21:10,155.84,-6.01
18:21:11,155.84,-6.01
18:21:12,155.84,-6.01
18:21:13,155.66,-6.01
18:21:15,155.66,-6.01
18:21:16,155.66,-6.18
18:21:17,155.84,-6.01
18:21:18,155.66,-6.01
18:21:19,155.66,-6.01
18:21:20,155.84,-6.01
18:21:21,155.66,-6.01
18:21:22,155.66,-6.01
18:21:23,155.84,-6.01
18:21:24,155.84,-6.01
18:21:25,155.66,-6.01
18:21:26,155.66,-6.01
18:21:27,155.66,-6.01
18:21:28,155.66,-6.01
18:21:29,155.66,-6.01
18:21:30,155.66,-6.01
18:21:31,155.84,-6.01
18:21:32,155.66,-6.01
18:21:33,155.66,-6.01
18:21:34,155.66,-6.01
18:21:35,155.66,-6.01
18:21:37,155.66,-6.01
18:21:38,155.66,-6.01
18:21:39,155.66,-6.01
18:21:40,155.66,-6.01
18:21:41,155.66,-6.01
18:21:42,155.66,-6.01
18:21:43,155.66,-6.01
18:21:44,155.66,-6.01
18:21:45,155.66,-6.01
18:21:46,155.66,-6.01
18:21:47,155.66,-6.01
18:21:48,155.66,-6.01
18:21:49,155.66,-6.01
18:21:50,155.66,-6.01
18:21:51,155.66,-6.01
18:21:52,155.66,-6.01
18:21:53,155.66,-6.01
18:21:54,155.66,-6.01
18:21:55,155.66,-6.01
18:21:56,155.84,-6.01
18:21:57,155.66,-6.01
18:21:58,155.66,-6.01
18:22:00,155.66,-6.01
18:22:01,155.66,-6.01
18:22:02,155.66,-6.01
18:22:03,155.84,-6.01
18:22:04,155.66,-6.01
18:22:05,155.66,-6.01
18:22:06,155.66,-6.01
18:22:07,155.66,-6.01
18:22:08,155.66,-6.01
18:22:09,155.66,-6.01
18:22:10,155.66,-6.01
18:22:11,155.66,-6.01
18:22:12,155.66,-6.01
18:22:13,155.66,-6.01
18:22:14,155.84,-6.01
18:22:15,155.66,-6.01
18:22:16,155.66,-6.01
18:22:17,155.66,-6.01
18:22:18,155.66,-6.01
18:22:19,155.66,-6.01
18:22:20,155.66,-6.01
18:22:21,155.84,-6.01
18:22:22,155.66,-6.01
18:22:24,155.66,-6.01
18:22:25,155.66,-6.01
18:22:26,155.66,-6.01
18:22:27,155.66,-6.01
18:22:28,155.66,-6.01
18:22:29,155.66,-6.01
18:22:30,155.66,-6.01
18:22:31,155.66,-6.01
18:22:32,155.66,-6.01
18:22:33,155.66,-6.01
18:22:34,155.66,-6.01
18:22:35,155.66,-6.01
18:22:36,155.66,-6.01
18:22:37,155.66,-6.01
18:22:38,155.66,-6.01
18:22:39,155.66,-6.01
18:22:40,155.66,-6.01
18:22:41,155.66,-6.01
18:22:42,155.66,-6.01
18:22:43,155.84,-6.01
18:22:44,155.66,-6.01
18:22:45,155.66,-6.01
18:22:47,155.66,-6.01
18:22:48,155.66,-6.01
18:22:49,155.66,-6.01
18:22:50,155.66,-6.01
18:22:51,155.66,-6.01
18:22:52,155.66,-6.01
18:22:53,155.66,-6.01
18:22:54,155.66,-6.01
18:22:55,155.66,-6.01
18:22:56,155.66,-6.01
18:22:57,155.66,-6.01
18:22:58,155.84,-6.01
18:22:59,155.66,-6.01
18:23:00,155.66,-6.01
18:23:01,155.66,-6.01
18:23:02,155.66,-6.01
18:23:03,155.66,-6.01
18:23:04,155.66,-6.01
18:23:05,155.66,-6.01
18:23:06,155.66,-6.01
18:23:07,155.66,-6.01
18:23:09,155.66,-6.01
18:23:10,155.66,-6.01
18:23:11,155.66,-6.01
18:23:12,155.66,-6.01
18:23:13,155.84,-6.01
18:23:14,155.66,-6.01
18:23:15,155.66,-6.01
18:23:16,155.66,-6.01
18:23:17,155.66,-6.01
18:23:18,155.84,-6.01
18:23:19,155.66,-6.01
18:23:20,155.66,-6.01
18:23:21,155.66,-6.01
18:23:22,155.66,-6.01
18:23:23,155.66,-6.01
18:23:24,155.84,-6.01
18:23:25,155.66,-6.01
18:23:26,155.66,-6.01
18:23:27,155.66,-6.01
18:23:28,155.84,-6.01
18:23:29,155.66,-6.01
18:23:30,155.66,-6.01
18:23:31,155.66,-6.01
18:23:33,155.66,-6.01
18:23:34,155.66,-6.18
18:23:35,155.66,-6.01
18:23:36,155.66,-6.01
18:23:37,155.66,-6.01
18:23:38,155.66,-6.01
18:23:39,155.66,-6.01
18:23:40,155.66,-6.01
18:23:41,155.66,-6.18
18:23:42,155.66,-6.01
18:23:43,155.66,-6.01
18:23:44,155.66,-6.01
18:23:45,155.66,-6.01
18:23:46,155.66,-6.01
18:23:47,155.66,-6.01
18:23:48,155.66,-6.01
18:23:49,155.84,-6.01
18:23:50,155.66,-6.01
18:23:51,155.66,-6.01
18:23:52,155.66,-6.01
18:23:53,155.66,-6.01
18:23:54,155.66,-6.01
18:23:56,155.66,-6.01
18:23:57,155.66,-6.01
18:23:58,155.66,-6.01
18:23:59,155.66,-6.01
18:24:00,155.66,-6.01
18:24:01,155.66,-6.01
18:24:02,155.66,-6.01
18:24:03,155.66,-6.01
18:24:04,155.66,-6.01
18:24:05,155.84,-6.01
18:24:06,155.66,-6.01
18:24:07,155.66,-6.01
18:24:08,155.66,-6.01
18:24:09,155.66,-6.01
18:24:10,155.66,-6.01
18:24:11,155.66,-6.01
18:24:12,155.66,-6.01
18:24:13,155.66,-6.01
18:24:14,155.66,-6.01
18:24:15,155.66,-6.01
18:24:16,155.66,-6.01
18:24:17,155.66,-6.01
18:24:19,155.66,-6.01
18:24:20,155.66,-6.01
18:24:21,155.66,-6.01
18:24:22,155.66,-6.01
18:24:23,155.66,-6.18
18:24:24,155.66,-6.01
18:24:25,155.66,-6.01
18:24:26,155.66,-6.01
18:24:27,155.66,-6.01
18:24:28,155.66,-6.01
18:24:29,155.84,-6.01
18:24:30,155.66,-6.01
18:24:31,155.66,-6.01
18:24:32,155.66,-6.01
18:24:33,155.66,-6.18
18:24:34,155.66,-6.01
18:24:35,155.66,-6.01
18:24:36,155.66,-6.01
18:24:37,155.66,-6.01
18:24:38,155.66,-6.01
18:24:39,155.66,-6.01
18:24:41,155.66,-6.01
18:24:42,155.66,-6.01
18:24:43,155.66,-6.01
18:24:44,155.66,-6.01
18:24:45,155.66,-6.01
18:24:46,155.66,-6.01
18:24:47,155.66,-6.01
18:24:48,155.66,-6.01
18:24:49,155.66,-6.01
18:24:50,155.66,-6.01
18:24:51,155.66,-6.01
18:24:52,155.84,-6.01
18:24:53,155.66,-6.01
18:24:54,155.66,-6.01
18:24:55,155.66,-6.01
18:24:56,155.84,-6.01
18:24:57,155.66,-6.01
18:24:58,155.66,-6.01
18:24:59,155.66,-6.01
18:25:00,155.66,-6.01
18:25:01,155.66,-6.01
18:25:02,155.84,-6.01
18:25:03,155.66,-6.01
18:25:05,155.66,-6.01
18:25:06,155.66,-6.01
18:25:07,155.66,-6.18
18:25:08,155.66,-6.01
18:25:09,155.66,-6.01
18:25:10,155.66,-6.01
18:25:11,155.66,-6.01
18:25:12,155.66,-6.01
18:25:13,155.66,-6.01
18:25:14,155.66,-6.01
18:25:15,155.66,-6.01
18:25:16,155.66,-6.01
18:25:17,155.66,-6.01
18:25:18,155.66,-6.01
18:25:19,155.84,-6.01
18:25:20,155.66,-6.18
18:25:21,155.66,-6.01
18:25:22,155.84,-6.01
18:25:23,155.66,-6.01
18:25:24,155.66,-6.01
18:25:25,155.66,-6.01
18:25:26,155.66,-6.01
18:25:28,155.66,-6.01
18:25:29,155.66,-6.01
18:25:30,155.66,-6.01
18:25:31,155.66,-6.01
18:25:32,155.66,-6.01
18:25:33,155.66,-6.01
18:25:34,155.66,-6.01
18:25:35,155.66,-6.01
18:25:36,155.66,-6.01
18:25:37,155.66,-6.01
18:25:38,155.66,-6.01
18:25:39,155.66,-6.01
18:25:40,155.66,-6.01
18:25:41,155.66,-6.01
18:25:42,155.66,-6.01
18:25:43,155.66,-6.01
18:25:44,155.66,-6.01
18:25:45,155.66,-6.01
18:25:46,155.66,-6.18
18:25:47,155.66,-6.01
18:25:48,155.66,-6.01
18:25:49,155.66,-6.01
18:25:50,155.66,-6.01
18:25:52,155.66,-6.01
18:25:53,155.66,-6.01
18:25:54,155.66,-6.01
18:25:55,155.66,-6.01
18:25:56,155.66,-6.01
18:25:57,155.66,-6.01
18:25:58,155.66,-6.01
18:25:59,155.66,-6.01
18:26:00,155.66,-6.01
18:26:01,155.66,-6.01
18:26:02,155.66,-6.01
18:26:03,155.66,-6.01
18:26:04,155.66,-6.01
18:26:05,155.66,-6.01
18:26:06,155.66,-6.01
18:26:07,155.66,-6.01
18:26:08,155.66,-6.01
18:26:09,155.66,-6.01
18:26:10,155.66,-6.01
18:26:11,155.66,-6.01
18:26:12,155.66,-6.01
18:26:13,155.66,-6.01
18:26:15,155.66,-6.01
18:26:16,155.66,-6.01
18:26:17,155.66,-6.01
18:26:18,155.66,-6.01
18:26:19,155.66,-6.01
18:26:20,155.66,-6.01
18:26:21,155.66,-6.01
18:26:22,155.66,-6.01
18:26:23,155.84,-6.01
18:26:24,155.66,-6.01
18:26:25,155.66,-6.01
18:26:26,155.66,-6.01
18:26:27,155.66,-6.01
18:26:28,155.84,-6.01
18:26:29,155.66,-6.01
18:26:30,155.66,-6.01
18:26:31,155.66,-6.01
18:26:32,155.66,-6.01
18:26:33,155.84,-6.01
18:26:34,155.66,-6.01
18:26:35,155.66,-6.01
18:26:36,155.66,-6.01
18:26:38,155.66,-6.01
18:26:39,155.66,-6.01
18:26:40,155.66,-6.01
18:26:41,155.66,-6.18
18:26:42,155.66,-6.01
18:26:43,155.66,-6.01
18:26:44,155.66,-6.01
18:26:45,155.66,-6.01
18:26:46,155.66,-6.01
18:26:47,155.66,-6.01
18:26:48,155.84,-6.01
18:26:49,155.66,-6.01
18:26:50,155.66,-6.01
18:26:51,155.66,-6.01
18:26:52,155.66,-6.01
18:26:53,155.66,-6.01
18:26:54,155.66,-6.01
18:26:55,155.66,-6.01
18:26:56,155.84,-6.01
18:26:57,155.66,-6.01
18:26:58,155.66,-6.01
18:26:59,155.66,-6.01
18:27:01,155.66,-6.01
18:27:02,155.66,-6.01
18:27:03,155.66,-6.01
18:27:04,155.84,-6.01
18:27:05,155.84,-6.01
18:27:06,155.66,-6.01
18:27:07,155.66,-6.01
18:27:08,155.66,-6.01
18:27:09,155.66,-6.01
18:27:10,155.66,-6.01
18:27:11,155.66,-6.01
18:27:12,155.66,-6.01
18:27:13,155.66,-6.18
18:27:14,155.66,-6.01
18:27:15,155.66,-6.01
18:27:16,155.66,-6.01
18:27:17,155.66,-6.01
18:27:18,155.66,-6.01
18:27:19,155.66,-6.01
18:27:20,155.66,-6.01
18:27:21,155.66,-6.01
18:27:22,155.66,-6.01
18:27:23,155.66,-6.01
18:27:25,155.66,-6.18
18:27:26,155.66,-6.01
18:27:27,155.66,-6.01
18:27:28,155.66,-6.01
18:27:29,155.66,-6.18
18:27:30,155.66,-6.01
18:27:31,155.66,-6.01
18:27:32,155.66,-6.01
18:27:33,155.66,-6.01
18:27:34,155.66,-6.01
18:27:35,155.66,-6.01
18:27:36,155.66,-6.01
18:27:37,155.66,-6.01
18:27:38,155.66,-6.01
18:27:39,155.66,-6.01
18:27:40,155.66,-6.18
18:27:41,155.66,-6.01
18:27:42,155.66,-6.01
18:27:43,155.66,-6.01
18:27:44,155.66,-6.01
18:27:45,155.66,-6.01
18:27:46,155.66,-6.01
18:27:48,155.66,-6.01
18:27:49,155.84,-6.01
18:27:50,155.66,-6.01
18:27:51,155.66,-6.01
18:27:52,155.66,-6.01
18:27:53,155.66,-6.01
18:27:54,155.66,-6.01
18:27:55,155.66,-6.01
18:27:56,155.66,-6.01
18:27:57,155.66,-6.01
18:27:58,155.66,-6.01
18:27:59,155.66,-6.01
18:28:00,155.66,-6.01
18:28:01,155.84,-6.01
18:28:02,155.66,-6.01
18:28:03,155.66,-6.01
18:28:04,155.66,-6.01
18:28:05,155.66,-6.01
18:28:06,155.66,-6.01
18:28:07,155.66,-6.01
18:28:08,155.66,-6.01
18:28:09,155.84,-6.01
18:28:10,155.66,-6.01
18:28:12,155.66,-6.18
18:28:13,155.66,-6.01
18:28:14,155.66,-6.01
18:28:15,155.66,-6.01
18:28:16,155.66,-6.01
18:28:17,155.66,-6.01
18:28:18,155.66,-6.01
18:28:19,155.66,-6.01
18:28:20,155.84,-6.18
18:28:21,155.66,-6.01
18:28:22,155.66,-6.01
18:28:23,155.66,-6.01
18:28:24,155.66,-6.18
18:28:25,155.66,-6.01
18:28:26,155.66,-6.01
18:28:27,155.66,-6.01
18:28:28,155.66,-6.01
18:28:29,155.66,-6.01
18:28:30,155.66,-6.01
18:28:31,155.66,-6.01
18:28:32,155.66,-6.01
18:28:34,155.66,-6.01
18:28:35,155.66,-6.01
18:28:36,155.66,-6.01
18:28:37,155.66,-6.01
18:28:38,155.66,-6.01
18:28:39,155.66,-6.01
18:28:40,155.66,-6.01
18:28:41,155.66,-6.01
18:28:42,155.66,-6.01
18:28:43,155.84,-6.01
18:28:44,155.66,-6.01
18:28:45,155.66,-6.01
18:28:46,155.66,-6.01
18:28:47,155.66,-6.01
18:28:48,155.66,-6.01
18:28:49,155.66,-6.01
18:28:50,155.66,-6.01
18:28:51,155.66,-6.01
18:28:52,155.66,-6.01
18:28:53,155.84,-6.18
18:28:54,155.66,-6.01
18:28:55,155.66,-6.01
18:28:56,155.66,-6.01
18:28:58,155.66,-6.01
18:28:59,155.66,-6.01
18:29:00,155.66,-6.01
18:29:01,155.66,-6.01
18:29:02,155.66,-6.01
18:29:03,155.66,-6.01
18:29:04,155.66,-6.01
18:29:05,155.66,-6.01
18:29:06,155.66,-6.01
18:29:07,155.66,-6.01
18:29:08,155.66,-6.01
18:29:09,155.66,-6.01
18:29:10,155.66,-6.01
18:29:11,155.66,-6.01
18:29:12,155.84,-6.01
18:29:13,155.66,-6.01
18:29:14,155.84,-6.01
18:29:15,155.66,-6.01
18:29:16,155.66,-6.01
18:29:17,155.66,-6.01
18:29:18,155.84,-6.01
18:29:19,155.66,-6.01
18:29:21,155.66,-6.01
18:29:22,155.66,-6.01
18:29:23,155.66,-6.01
18:29:24,155.66,-6.01
18:29:25,155.84,-6.01
18:29:26,155.66,-6.01
18:29:27,155.66,-6.01
18:29:28,155.66,-6.18
18:29:29,155.66,-6.01
18:29:30,155.66,-6.01
18:29:31,155.66,-6.01
18:29:32,155.66,-6.01
18:29:33,155.84,-6.01
18:29:34,155.66,-6.18
18:29:35,155.66,-6.01
18:29:36,155.66,-6.01
18:29:37,155.66,-6.01
18:29:38,155.66,-6.01
18:29:39,155.84,-6.01
18:29:40,155.66,-6.01
18:29:41,155.84,-6.01
18:29:42,155.66,-6.01
18:29:43,155.66,-6.01
18:29:45,155.66,-6.01
18:29:46,155.66,-6.01
18:29:47,155.66,-6.01
18:29:48,155.66,-6.01
18:29:49,155.66,-6.01
18:29:50,155.66,-6.01
18:29:51,155.66,-6.01
18:29:52,155.66,-6.01
18:29:53,155.84,-6.01
18:29:54,155.66,-6.01
18:29:55,155.66,-6.01
18:29:56,155.66,-6.01
18:29:57,155.66,-6.01
18:29:58,155.66,-6.01
18:29:59,155.66,-6.01
18:30:00,155.66,-6.01
18:30:01,155.66,-6.01
18:30:02,155.66,-6.01
18:30:03,155.66,-6.01
18:30:04,155.66,-6.01
18:30:05,155.66,-6.01
18:30:06,155.66,-6.01
18:30:08,155.66,-6.01
18:30:09,155.66,-6.01
18:30:10,155.66,-6.01
18:30:11,155.84,-6.01
18:30:12,155.66,-6.01
18:30:13,155.66,-6.01
18:30:14,155.66,-6.01
18:30:15,155.66,-6.01
18:30:16,155.66,-6.01
18:30:17,155.66,-6.01
18:30:18,155.84,-6.01
18:30:19,155.66,-6.01
18:30:20,155.66,-6.01
18:30:21,155.66,-6.01
18:30:22,155.66,-6.01
18:30:23,155.66,-6.01
18:30:24,155.66,-6.01
18:30:25,155.66,-6.01
18:30:26,155.66,-6.01
18:30:27,155.66,-6.01
18:30:28,155.66,-6.01
18:30:29,155.66,-6.01
18:30:30,155.66,-6.01
18:30:32,155.66,-6.01
18:30:33,155.66,-6.01
18:30:34,155.66,-6.01
18:30:35,155.66,-6.01
18:30:36,155.66,-6.18
18:30:37,155.66,-6.01
18:30:38,155.66,-6.01
18:30:39,155.66,-6.01
18:30:40,155.66,-6.01
18:30:41,155.66,-6.01
18:30:42,155.84,-6.01
18:30:43,155.66,-6.01
18:30:44,155.66,-6.01
18:30:45,155.66,-6.01
18:30:46,155.66,-6.01
18:30:47,155.84,-6.01
18:30:48,155.66,-6.18
18:30:49,155.84,-6.01
18:30:50,155.66,-6.01
18:30:51,155.66,-6.01
18:30:52,155.66,-6.01
18:30:54,155.66,-6.01
18:30:55,155.66,-6.01
18:30:56,155.66,-6.01
18:30:57,155.66,-6.01
18:30:58,155.66,-6.01
18:30:59,155.66,-6.01
18:31:00,155.66,-6.01
18:31:01,155.66,-6.18
18:31:02,155.66,-6.01
18:31:03,155.66,-6.18
18:31:04,155.66,-6.01
18:31:05,155.66,-6.01
18:31:06,155.66,-6.01
18:31:07,155.66,-6.01
18:31:08,155.66,-6.01
18:31:09,155.66,-6.01
18:31:10,155.66,-6.18
18:31:11,155.66,-6.01
18:31:12,155.66,-6.01
18:31:13,155.66,-6.01
18:31:14,155.66,-6.01
18:31:15,155.66,-6.01
18:31:17,155.66,-6.01
18:31:18,155.66,-6.01
18:31:19,155.66,-6.01
18:31:20,155.66,-6.01
18:31:21,155.66,-6.01
18:31:22,155.66,-6.01
18:31:23,155.66,-6.01
18:31:24,155.66,-6.01
18:31:25,155.66,-6.01
18:31:26,155.66,-6.01
18:31:27,155.66,-6.18
18:31:28,155.66,-6.01
18:31:29,155.66,-6.01
18:31:30,155.66,-6.01
18:31:31,155.66,-6.01
18:31:32,155.66,-6.01
18:31:33,155.66,-6.01
18:31:34,155.66,-6.01
18:31:35,155.66,-6.01
18:31:36,155.66,-6.01
18:31:37,155.66,-6.01
18:31:38,155.66,-6.01
18:31:40,155.66,-6.01
