265,513	3,12	0,28
271,341	0,32	0,00
271,347	0,30	0,00
271,353	0,34	0,00
27,159	0,00	0,00
271,298	0,33	0,00
271,304	0,28	0,00
271,310	0,32	0,00
271,316	0,29	0,00
271,323	0,32	0,00
271,329	0,28	0,00
271,335	0,28	0,00
271,341	0,32	0,00
271,347	0,30	0,00
271,353	0,34	0,00
2,710	0,30	0,00
0,000	0,31	0,00
0,000	0,29	0,00
0,001	0,30	0,00
0,001	0,31	0,00
0,002	0,34	0,00
0,002	0,30	0,00
0,002	0,29	0,00
0,003	0,32	0,00
0,003	0,29	0,00
0,004	0,32	0,00
0,006	0,29	0,00
0,009	0,31	0,00
0,013	0,29	0,00
0,017	0,28	0,00
0,021	0,28	0,00
0,025	0,28	0,00
0,029	0,29	0,00
0,033	0,28	0,00
0,037	0,30	0,00
0,041	0,30	0,00
0,046	0,28	0,00
0,050	0,30	0,00
0,054	0,30	0,00
0,058	0,28	0,00
0,063	0,28	0,00
0,067	0,29	0,00
0,071	0,33	0,00
0,075	0,32	0,00
0,079	0,30	0,00
0,083	0,28	0,00
0,088	0,28	0,00
0,092	0,31	0,00
0,096	0,28	0,00
0,100	0,30	0,00
0,105	0,30	0,00
0,109	0,29	0,00
0,114	0,32	0,00
0,118	0,29	0,00
0,123	0,26	0,00
0,129	0,29	0,00
0,133	0,29	0,00
0,138	0,32	0,00
0,142	0,28	0,00
0,147	0,28	0,00
0,151	0,30	0,00
0,156	0,33	0,00
0,161	0,32	0,00
0,165	0,29	0,00
0,171	0,31	0,00
0,175	0,34	0,00
0,180	0,35	0,00
0,184	0,29	0,00
0,189	0,29	0,00
0,193	0,28	0,00
0,198	0,30	0,00
0,203	0,32	0,00
0,207	0,29	0,00
0,212	0,32	0,00
0,217	0,32	0,00
0,222	0,28	0,00
0,226	0,28	0,00
0,231	0,27	0,00
0,236	0,29	0,00
0,240	0,30	0,00
0,245	0,29	0,00
0,249	0,32	0,00
0,254	0,30	0,00
0,259	0,30	0,00
0,264	0,30	0,00
0,269	0,28	0,00
0,273	0,28	0,00
0,278	0,29	0,00
0,282	0,30	0,00
0,287	0,28	0,00
0,291	0,29	0,00
0,296	0,32	0,00
0,302	0,27	0,00
0,306	0,32	0,00
0,311	0,28	0,00
0,315	0,29	0,00
0,320	0,27	0,00
0,324	0,30	0,00
0,329	0,32	0,00
0,334	0,32	0,00
0,338	0,30	0,00
0,344	0,32	0,00
0,348	0,28	0,00
0,353	0,30	0,00
0,357	0,28	0,00
0,362	0,28	0,00
0,367	0,28	0,00
0,371	0,31	0,00
0,376	0,29	0,00
0,380	0,30	0,00
0,386	0,29	0,00
0,390	0,29	0,00
0,395	0,29	0,00
0,400	0,29	0,00
0,404	0,30	0,00
0,409	0,29	0,00
0,413	0,28	0,00
0,418	0,29	0,00
0,422	0,28	0,00
0,428	0,29	0,00
0,433	0,32	0,00
0,437	0,29	0,00
0,442	0,35	0,00
0,446	0,25	0,00
0,451	0,28	0,00
0,455	0,29	0,00
0,460	0,30	0,00
0,465	0,29	0,00
0,470	0,28	0,00
0,475	0,32	0,00
0,479	0,29	0,00
0,484	0,27	0,00
0,488	0,29	0,00
0,493	0,33	0,00
0,498	0,29	0,00
0,502	0,30	0,00
0,507	0,31	0,00
0,512	0,32	0,00
0,517	0,31	0,00
0,521	0,28	0,00
0,526	0,30	0,00
0,531	0,29	0,00
0,535	0,31	0,00
0,540	0,30	0,00
0,544	0,29	0,00
0,549	0,33	0,00
0,553	0,29	0,00
0,559	0,29	0,00
0,564	0,32	0,00
0,568	0,30	0,00
0,573	0,27	0,00
0,577	0,32	0,00
0,582	0,32	0,00
0,586	0,29	0,00
0,591	0,31	0,00
0,596	0,32	0,00
0,601	0,29	0,00
0,606	0,28	0,00
0,610	0,30	0,00
0,615	0,28	0,00
0,619	0,29	0,00
0,624	0,27	0,00
0,629	0,32	0,00
0,633	0,28	0,00
0,638	0,31	0,00
0,643	0,31	0,00
0,648	0,29	0,00
0,652	0,32	0,00
0,657	0,29	0,00
0,662	0,29	0,00
0,666	0,28	0,00
0,671	0,32	0,00
0,675	0,29	0,00
0,680	0,25	0,00
0,685	0,32	0,00
0,690	0,29	0,00
0,695	0,29	0,00
0,699	0,32	0,00
0,704	0,29	0,00
0,708	0,29	0,00
0,713	0,32	0,00
0,717	0,31	0,00
0,722	0,28	0,00
0,728	0,34	0,00
0,732	0,32	0,00
0,737	0,30	0,00
0,741	0,34	0,00
0,746	0,25	0,00
0,750	0,31	0,00
0,755	0,27	0,00
0,760	0,31	0,00
0,764	0,28	0,00
0,770	0,32	0,00
0,774	0,28	0,00
0,779	0,28	0,00
0,783	0,26	0,00
0,788	0,30	0,00
0,792	0,29	0,00
0,797	0,32	0,00
0,802	0,26	0,00
0,806	0,30	0,00
0,812	0,31	0,00
0,816	0,32	0,00
0,821	0,31	0,00
0,825	0,29	0,00
0,830	0,30	0,00
0,835	0,30	0,00
0,839	0,33	0,00
0,844	0,31	0,00
0,848	0,31	0,00
0,854	0,31	0,00
0,858	0,30	0,00
0,863	0,29	0,00
0,868	0,28	0,00
0,872	0,32	0,00
0,877	0,30	0,00
0,881	0,28	0,00
0,886	0,30	0,00
0,890	0,30	0,00
0,896	0,33	0,00
0,901	0,28	0,00
0,905	0,28	0,00
0,910	0,31	0,00
0,914	0,32	0,00
0,919	0,29	0,00
0,923	0,31	0,00
0,928	0,30	0,00
0,933	0,27	0,00
0,937	0,28	0,00
0,943	0,34	0,00
0,947	0,29	0,00
0,952	0,29	0,00
0,956	0,28	0,00
0,961	0,29	0,00
0,966	0,32	0,00
0,970	0,30	0,00
0,975	0,29	0,00
0,979	0,32	0,00
0,985	0,34	0,00
0,989	0,33	0,00
0,994	0,30	0,00
0,999	0,33	0,00
1,003	0,30	0,00
1,008	0,30	0,00
1,013	0,33	0,00
1,018	0,34	0,00
1,024	0,32	0,00
1,030	0,29	0,00
1,035	0,27	0,00
1,040	0,32	0,00
1,045	0,29	0,00
1,050	0,29	0,00
1,055	0,33	0,00
1,060	0,26	0,00
1,065	0,32	0,00
1,071	0,31	0,00
1,076	0,31	0,00
1,081	0,28	0,00
1,086	0,30	0,00
1,091	0,29	0,00
1,097	0,30	0,00
1,102	0,30	0,00
1,107	0,30	0,00
1,113	0,28	0,00
1,118	0,29	0,00
1,123	0,28	0,00
1,128	0,34	0,00
1,133	0,28	0,00
1,138	0,31	0,00
1,143	0,34	0,00
1,148	0,30	0,00
1,154	0,33	0,00
1,160	0,28	0,00
1,165	0,29	0,00
1,170	0,28	0,00
1,175	0,29	0,00
1,180	0,30	0,00
1,185	0,30	0,00
1,190	0,30	0,00
1,196	0,31	0,00
1,201	0,32	0,00
1,206	0,29	0,00
1,211	0,32	0,00
1,216	0,31	0,00
1,221	0,29	0,00
1,227	0,30	0,00
1,232	0,28	0,00
1,238	0,33	0,00
1,243	0,27	0,00
1,248	0,30	0,00
1,253	0,29	0,00
1,258	0,29	0,00
1,263	0,32	0,00
1,268	0,30	0,00
1,273	0,30	0,00
1,278	0,32	0,00
1,284	0,28	0,00
1,289	0,30	0,00
1,295	0,28	0,00
1,300	0,30	0,00
1,305	0,28	0,00
1,310	0,28	0,00
1,315	0,33	0,00
1,320	0,29	0,00
1,326	0,30	0,00
1,331	0,29	0,00
1,336	0,30	0,00
1,341	0,31	0,00
1,346	0,28	0,00
1,351	0,33	0,00
1,356	0,29	0,00
1,362	0,28	0,00
1,368	0,28	0,00
1,373	0,30	0,00
1,378	0,28	0,00
1,383	0,29	0,00
1,388	0,31	0,00
1,393	0,31	0,00
1,398	0,29	0,00
1,403	0,30	0,00
1,409	0,32	0,00
1,414	0,30	0,00
1,419	0,30	0,00
1,424	0,29	0,00
1,430	0,29	0,00
1,435	0,32	0,00
1,440	0,28	0,00
1,445	0,31	0,00
1,451	0,30	0,00
1,456	0,28	0,00
1,461	0,30	0,00
1,466	0,26	0,00
1,471	0,33	0,00
1,476	0,31	0,00
1,481	0,28	0,00
1,486	0,34	0,00
1,492	0,28	0,00
1,498	0,32	0,00
1,503	0,28	0,00
1,508	0,32	0,00
1,513	0,29	0,00
1,518	0,31	0,00
1,523	0,29	0,00
1,528	0,29	0,00
1,533	0,31	0,00
1,539	0,29	0,00
1,544	0,27	0,00
1,549	0,32	0,00
1,554	0,28	0,00
1,560	0,31	0,00
1,565	0,28	0,00
