Hora,DPN,FPM
15:04:36,2.95,-6.01
15:04:37,1.71,-6.01
15:04:38,2.24,-6.01
15:04:39,2.95,-6.18
15:04:40,2.95,-6.01
15:04:41,2.95,-6.01
15:04:42,2.95,-6.01
15:04:43,2.78,-6.01
15:04:44,2.78,-6.18
15:04:45,2.42,-6.01
15:04:46,2.95,-6.01
15:04:47,2.78,-6.18
15:04:48,2.78,-6.01
15:04:49,2.6,-6.01
15:04:50,2.78,-6.01
15:04:51,2.95,-6.01
15:04:52,2.95,-6.01
15:04:53,1.89,-6.18
15:04:55,2.95,-6.01
15:04:56,2.42,-6.01
15:04:57,2.95,-6.01
15:04:58,2.95,-6.18
15:04:59,2.95,-6.18
15:05:00,2.6,-6.18
15:05:01,2.78,-6.01
15:05:02,1.54,-6.01
15:05:03,2.78,-6.01
15:05:04,2.95,-6.01
15:05:05,2.95,-6.01
15:05:06,2.95,-6.01
15:05:07,2.42,-6.01
15:05:08,2.78,-6.01
15:05:09,2.95,-6.01
15:05:10,2.24,-6.01
15:05:11,2.07,-6.01
15:05:12,2.95,-6.01
15:05:13,2.95,-6.01
15:05:14,2.78,-6.01
15:05:15,2.95,-6.01
15:05:17,2.07,-6.01
15:05:18,2.95,-6.01
15:05:19,2.07,-6.01
15:05:20,2.07,-6.01
15:05:21,2.78,-6.01
15:05:22,2.95,-6.01
15:05:23,2.78,-6.01
15:05:24,2.95,-6.01
15:05:25,2.78,-6.01
15:05:26,2.95,-6.01
15:05:27,1.71,-6.01
15:05:28,2.95,-6.18
15:05:29,1.71,-6.18
15:05:30,2.24,-6.01
15:05:31,1.89,-6.01
15:05:32,2.42,-6.01
15:05:33,2.95,-6.01
15:05:34,2.95,-6.01
15:05:35,2.78,-6.01
15:05:36,2.78,-6.01
15:05:37,2.6,-6.01
15:05:38,2.07,-6.01
15:05:39,2.95,-6.01
15:05:41,2.95,-6.01
15:05:42,2.78,-6.01
15:05:43,2.78,-6.01
15:05:44,2.24,-6.01
15:05:45,2.95,-6.01
15:05:46,1.89,-6.01
15:05:47,2.95,-6.01
15:05:48,2.78,-6.01
15:05:49,2.78,-6.01
15:05:50,2.78,-6.01
15:05:51,2.78,-6.18
15:05:52,2.95,-6.01
15:05:53,2.95,-6.01
15:05:54,2.78,-6.01
15:05:55,3.13,-6.01
15:05:56,1.54,-6.01
15:05:57,2.24,-6.01
15:05:58,2.42,-6.01
15:05:59,2.95,-6.01
15:06:00,2.95,-6.01
15:06:01,2.95,-6.01
15:06:02,2.95,-6.01
15:06:03,2.6,-6.01
15:06:05,2.95,-6.01
15:06:06,2.78,-6.01
15:06:07,2.6,-6.01
15:06:08,2.95,-6.01
15:06:09,2.95,-6.18
15:06:10,2.6,-6.01
15:06:11,2.78,-6.01
15:06:12,2.78,-6.01
15:06:13,2.95,-6.01
15:06:14,2.42,-6.01
15:06:15,2.78,-6.01
15:06:16,2.95,-6.01
15:06:17,2.6,-6.01
15:06:18,2.95,-6.01
15:06:19,2.6,-6.01
15:06:20,2.6,-6.01
15:06:21,1.71,-6.18
15:06:22,2.07,-6.01
15:06:23,2.6,-6.01
15:06:24,2.42,-6.01
15:06:25,2.6,-6.01
15:06:26,2.95,-6.01
15:06:28,2.95,-6.01
15:06:29,2.95,-6.01
15:06:30,2.78,-6.01
15:06:31,2.78,-6.01
15:06:32,2.07,-6.18
15:06:33,2.95,-6.01
15:06:34,2.95,-6.01
15:06:35,2.95,-6.01
