Marca número 1	3093065,526

Marca número 2	3093103,319

0000
3093045,731	0,100000
3093045,741	0,100000
3093045,750	0,100000
3093045,763	0,100000
3093046,288	0,100000
3093047,411	0,100000
3093048,533	0,100000
3093049,655	0,100000
3093050,777	0,100000
3093051,900	0,100000
3093053,019	0,100000
3093054,139	0,100000
3093054,327	0,067810
3093054,893	1,751313
3093055,308	2,433090
3093055,630	3,095975
3093055,921	3,436426
3093056,162	4,132231
3093056,401	4,237288
3093056,619	4,608295
3093056,815	5,076142
3093057,014	5,050505
3093057,207	5,102041
3093057,392	5,494505
3093057,567	5,649718
3093057,744	5,649718
3093058,043	5,813953
3093058,085	6,097561
3093058,244	6,211180
3093058,404	6,211180
3093058,567	6,250000
3093058,720	6,410256
3093058,872	6,666667
3093059,022	6,711409
3093059,169	6,711409
3093059,318	6,849315
3093059,462	6,944444
3093059,603	6,993007
3093059,744	7,092199
3093059,886	7,092199
3093060,025	7,092199
3093060,166	7,299270
3093060,300	7,299270
3093060,440	7,299270
3093060,574	7,352941
3093060,713	7,246377
3093060,850	7,299270
3093060,985	7,352941
3093061,123	7,352941
3093061,257	7,352941
3093061,393	7,299270
3093061,533	7,299270
3093061,668	7,352941
3093061,810	7,299270
3093061,942	7,246377
3093062,081	7,246377
3093062,216	7,299270
3093062,356	7,352941
3093062,491	7,299270
3093062,631	7,246377
3093062,766	7,299270
3093062,905	7,299270
3093063,041	7,352941
3093063,180	7,246377
3093063,314	7,299270
3093063,455	7,246377
3093063,594	7,352941
3093063,728	7,246377
3093063,869	7,299270
3093064,002	7,246377
3093064,142	7,246377
3093064,282	7,299270
3093064,419	7,246377
3093064,556	7,194245
3093064,694	7,299270
3093064,834	7,246377
3093064,969	7,246377
3093065,109	7,194245
3093065,249	7,299270
3093065,388	7,246377
3093065,526	7,194245
3093065,661	7,142857
3093065,801	7,194245
3093065,939	7,246377
3093066,080	7,194245
3093066,219	7,194245
3093066,357	7,246377
3093066,497	7,194245
3093066,639	7,194245
3093066,775	7,194245
3093066,916	7,194245
3093067,054	7,246377
3093067,193	7,194245
3093067,333	7,142857
3093067,473	7,194245
3093067,612	7,194245
3093067,750	7,194245
3093067,889	7,142857
3093068,029	7,194245
3093068,168	7,142857
3093068,312	7,092199
3093068,452	7,142857
3093068,591	7,092199
3093068,733	7,142857
3093068,874	7,142857
3093069,012	7,142857
3093069,151	7,142857
3093069,296	7,042254
3093069,436	7,092199
3093069,572	7,194245
3093069,717	7,142857
3093069,856	7,092199
3093069,999	7,092199
3093070,138	7,092199
3093070,282	7,042254
3093070,420	7,092199
3093070,566	7,042254
3093070,704	7,042254
3093070,847	7,092199
3093070,990	7,092199
3093071,131	7,092199
3093071,268	7,092199
3093071,412	7,092199
3093071,556	7,092199
3093071,695	6,944444
3093071,838	7,092199
3093071,983	7,092199
3093072,121	6,993007
3093072,264	7,092199
3093072,404	7,092199
3093072,547	6,944444
3093072,694	6,993007
3093072,838	6,944444
3093072,982	6,993007
3093073,124	6,993007
3093073,269	6,993007
3093073,407	7,042254
3093073,550	6,993007
3093073,693	6,944444
3093073,837	6,993007
3093073,982	6,993007
3093074,127	6,896552
3093074,273	6,993007
3093074,416	6,944444
3093074,557	6,896552
3093074,701	6,993007
3093074,844	6,993007
3093074,988	6,944444
3093075,134	6,944444
3093075,278	6,896552
3093075,422	6,993007
3093075,567	6,993007
3093075,708	6,896552
3093075,852	6,993007
3093076,000	6,896552
3093076,143	6,944444
3093076,290	6,896552
3093076,433	6,849315
3093076,577	6,944444
3093076,725	6,896552
3093076,869	6,896552
3093077,016	6,944444
3093077,159	6,849315
3093077,307	6,896552
3093077,450	6,896552
3093077,593	6,896552
3093077,740	6,944444
3093077,884	6,849315
3093078,031	6,944444
3093078,174	6,944444
3093078,318	6,849315
3093078,465	6,944444
3093078,613	6,802721
3093078,756	6,849315
3093078,903	6,849315
3093079,048	6,896552
3093079,196	6,944444
3093079,338	6,802721
3093079,486	6,896552
3093079,632	6,802721
3093079,776	6,896552
3093079,924	6,849315
3093080,071	6,849315
3093080,219	6,849315
3093080,361	6,802721
3093080,510	6,802721
3093080,657	6,802721
3093080,803	6,849315
3093080,952	6,711409
3093081,099	6,849315
3093081,246	6,802721
3093081,395	6,756757
3093081,541	6,802721
3093081,689	6,756757
3093081,836	6,802721
3093081,983	6,802721
3093082,132	6,802721
3093082,279	6,756757
3093082,426	6,756757
3093082,578	6,711409
3093082,725	6,756757
3093082,874	6,711409
3093083,021	6,802721
3093083,172	6,756757
3093083,321	6,711409
3093083,467	6,802721
3093083,613	6,756757
3093083,763	6,756757
3093083,908	6,802721
3093084,060	6,711409
3093084,208	6,711409
3093084,354	6,711409
3093084,506	6,711409
3093084,656	6,756757
3093084,806	6,666667
3093084,953	6,756757
3093085,101	6,711409
3093085,252	6,756757
3093085,399	6,622517
3093085,551	6,711409
3093085,698	6,711409
3093085,849	6,711409
3093085,998	6,711409
3093086,149	6,666667
3093086,297	6,622517
3093086,448	6,711409
3093086,600	6,666667
3093086,747	6,711409
3093086,900	6,622517
3093087,052	6,666667
3093087,202	6,578947
3093087,349	6,711409
3093087,501	6,578947
3093087,654	6,666667
3093087,804	6,578947
3093087,955	6,711409
3093088,107	6,622517
3093088,259	6,578947
3093088,410	6,622517
3093088,557	6,622517
3093088,709	6,622517
3093088,860	6,622517
3093089,016	6,535948
3093089,170	6,578947
3093089,319	6,666667
3093089,472	6,622517
3093089,620	6,622517
3093089,769	6,622517
3093089,921	6,578947
3093090,079	6,578947
3093090,229	6,578947
3093090,380	6,622517
3093090,531	6,535948
3093090,683	6,578947
3093090,834	6,535948
3093090,990	6,622517
3093091,142	6,535948
3093091,294	6,535948
3093091,450	6,578947
3093091,601	6,493506
3093091,754	6,578947
3093091,908	6,535948
3093092,060	6,535948
3093092,212	6,578947
3093092,367	6,493506
3093092,519	6,535948
3093092,674	6,451613
3093092,830	6,493506
3093092,981	6,535948
3093093,137	6,493506
3093093,288	6,578947
3093093,443	6,493506
